13.07.2019 18:00;22,1;Ветер, дующий с северо-северо-запада;5;
13.07.2019 17:00;21,8;Ветер, дующий с северо-северо-запада;5;Гроза (грозы) с осадками или без них.
13.07.2019 16:00;20,2;Ветер, дующий с северо-северо-запада;3;Ливень (ливни).
13.07.2019 15:00;18,9;Ветер, дующий с северо-северо-запада;3;Гроза (грозы) с осадками или без них.
13.07.2019 14:00;15,9;Ветер, дующий с запада;4;Гроза (грозы) с осадками или без них.
13.07.2019 13:00;19,3;Переменное направление;2;
13.07.2019 12:00;17;Переменное направление;2;Ливень (ливни).
13.07.2019 11:00;15,3;Переменное направление;2;Дождь.
13.07.2019 10:00;14,7;Переменное направление;1;Дождь.
13.07.2019 9:00;14,8;Переменное направление;2;Дождь.
13.07.2019 8:00;14,7;Переменное направление;2;
13.07.2019 7:00;14,2;Переменное направление;1;Ливни или перемещающиеся осадки.
13.07.2019 6:00;13,9;Переменное направление;1;Ливни или перемещающиеся осадки.
13.07.2019 5:00;13,8;Переменное направление;1;Дождь.
13.07.2019 4:00;13,9;Переменное направление;2;
13.07.2019 3:00;13,7;Переменное направление;1;
13.07.2019 2:00;14,2;Переменное направление;1;Ливни или перемещающиеся осадки.
13.07.2019 1:00;14,7;Переменное направление;2;Никаких особых явлений погоды не наблюдалось.
13.07.2019 0:00;14,4;Переменное направление;2;
12.07.2019 23:00;14,8;Ветер, дующий с западо-юго-запада;2;
12.07.2019 22:00;15,3;Ветер, дующий с юго-запада;2;
12.07.2019 21:00;16,4;Переменное направление;1;
12.07.2019 20:00;16,7;Ветер, дующий с юго-юго-запада;2;Гроза (грозы) с осадками или без них.
12.07.2019 19:00;18,7;Ветер, дующий с запада;1;
12.07.2019 18:00;17,5;Переменное направление;2;Гроза (грозы) с осадками или без них.
12.07.2019 17:00;18,6;Ветер, дующий с юга;2;Гроза (грозы) с осадками или без них.
12.07.2019 16:00;22,8;Ветер, дующий с юго-юго-востока;3;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.
12.07.2019 15:00;21,5;Переменное направление;2;
12.07.2019 14:00;16,3;Переменное направление;2;Ливень (ливни).
12.07.2019 13:00;19,7;Переменное направление;2;
12.07.2019 12:00;20,3;Ветер, дующий с юго-запада;3;
12.07.2019 11:00;17,5;Переменное направление;2;Дождь.
12.07.2019 10:00;15,7;Переменное направление;2;Дождь.
12.07.2019 9:00;14,8;Переменное направление;2;Дождь.
12.07.2019 8:00;14,8;Переменное направление;2;
12.07.2019 7:00;14,4;Переменное направление;2;Пониженная видимость.
