31.12.2010 21:00;-6,6;Ветер, дующий с западо-юго-запада;1;Ливень (ливни).
31.12.2010 18:00;-7,3;Ветер, дующий с юго-запада;2;Ливень (ливни).
31.12.2010 15:00;-7,4;Ветер, дующий с юго-запада;2;Снег и/или другие виды твердых осадков
31.12.2010 12:00;-7;Ветер, дующий с юго-запада;3;Снег и/или другие виды твердых осадков
31.12.2010 9:00;-5,4;Ветер, дующий с западо-юго-запада;1;Ливень (ливни).
31.12.2010 6:00;-8,5;Ветер, дующий с западо-юго-запада;1;Снег и/или другие виды твердых осадков
31.12.2010 3:00;-9,8;Ветер, дующий с юго-запада;1;Снег и/или другие виды твердых осадков
31.12.2010 0:00;-9,8;Ветер, дующий с западо-юго-запада;1;Снег и/или другие виды твердых осадков
30.12.2010 21:00;-9,9;Ветер, дующий с западо-северо-запада;1;Снег и/или другие виды твердых осадков
30.12.2010 18:00;-11,1;Штиль, безветрие;0;Снег и/или другие виды твердых осадков
30.12.2010 15:00;-9;Штиль, безветрие;0;Снег и/или другие виды твердых осадков
30.12.2010 12:00;-9,4;Ветер, дующий с юго-запада;1;Снег и/или другие виды твердых осадков
30.12.2010 9:00;-9,6;Ветер, дующий с юго-запада;2;Снег и/или другие виды твердых осадков
30.12.2010 6:00;-9,8;Ветер, дующий с юга;2;Снег и/или другие виды твердых осадков
30.12.2010 3:00;-9,7;Ветер, дующий с юго-запада;2;Снег и/или другие виды твердых осадков
30.12.2010 0:00;-9,1;Ветер, дующий с юго-юго-запада;1;Снег и/или другие виды твердых осадков
29.12.2010 21:00;-8,8;Ветер, дующий с западо-северо-запада;1;Снег и/или другие виды твердых осадков
29.12.2010 18:00;-8,3;Ветер, дующий с северо-запада;1;Снег и/или другие виды твердых осадков
29.12.2010 15:00;-7,3;Ветер, дующий с северо-запада;1;Снег и/или другие виды твердых осадков
29.12.2010 12:00;-7,2;Ветер, дующий с северо-северо-запада;1;Снег и/или другие виды твердых осадков
29.12.2010 9:00;-7,4;Ветер, дующий с северо-северо-запада;2;Снег и/или другие виды твердых осадков
29.12.2010 6:00;-6,9;Ветер, дующий с северо-запада;2;Снег и/или другие виды твердых осадков
29.12.2010 3:00;-6,8;Ветер, дующий с северо-запада;1;Снег и/или другие виды твердых осадков
29.12.2010 0:00;-6,4;Ветер, дующий с северо-северо-запада;2;Снег и/или другие виды твердых осадков
28.12.2010 21:00;-6,4;Ветер, дующий с севера;2;Снег и/или другие виды твердых осадков
28.12.2010 18:00;-6,4;Ветер, дующий с северо-северо-востока;1;Снег и/или другие виды твердых осадков
28.12.2010 15:00;-6,1;Ветер, дующий с северо-северо-востока;1;Снег и/или другие виды твердых осадков
28.12.2010 12:00;-6,6;Ветер, дующий с северо-запада;1;Снег и/или другие виды твердых осадков
28.12.2010 9:00;-6,6;Ветер, дующий с северо-востока;1;Снег и/или другие виды твердых осадков
28.12.2010 6:00;-6,4;Ветер, дующий с северо-запада;1;Снег и/или другие виды твердых осадков
28.12.2010 3:00;-6,3;Ветер, дующий с северо-северо-запада;2;
28.12.2010 0:00;-6,3;Ветер, дующий с севера;1;
27.12.2010 21:00;-6,8;Штиль, безветрие;0;Снег и/или другие виды твердых осадков
27.12.2010 18:00;-4,9;Ветер, дующий с западо-северо-запада;1;Снег и/или другие виды твердых осадков
27.12.2010 15:00;-4,1;Ветер, дующий с северо-запада;1;Снег и/или другие виды твердых осадков
27.12.2010 12:00;-4,4;Ветер, дующий с западо-северо-запада;1;Снег и/или другие виды твердых осадков
27.12.2010 9:00;-4,1;Ветер, дующий с западо-северо-запада;1;Ливень (ливни).
27.12.2010 6:00;-3,8;Ветер, дующий с западо-северо-запада;1;Снег и/или другие виды твердых осадков
27.12.2010 3:00;-3,3;Ветер, дующий с западо-северо-запада;1;Снег и/или другие виды твердых осадков
27.12.2010 0:00;-2,8;Ветер, дующий с северо-запада;1;Снег и/или другие виды твердых осадков
26.12.2010 21:00;-2,6;Ветер, дующий с западо-северо-запада;2;Снег и/или другие виды твердых осадков
26.12.2010 18:00;-3,4;Ветер, дующий с западо-северо-запада;3;Снег и/или другие виды твердых осадков
26.12.2010 15:00;-3,1;Ветер, дующий с западо-северо-запада;2;Снег и/или другие виды твердых осадков
26.12.2010 12:00;-1,7;Ветер, дующий с северо-северо-запада;2;Снег и/или другие виды твердых осадков
26.12.2010 9:00;0,3;Ветер, дующий с северо-запада;2;Дождь со снегом или другими видами твердых осадков
26.12.2010 6:00;0,7;Ветер, дующий с северо-запада;2;Дождь.
26.12.2010 3:00;0,9;Ветер, дующий с северо-северо-запада;1;Дождь.
26.12.2010 0:00;0,8;Ветер, дующий с северо-северо-запада;1;Дождь.
25.12.2010 21:00;0,9;Штиль, безветрие;0;Дождь.
25.12.2010 18:00;0,5;Ветер, дующий с востока;1;Дождь.
25.12.2010 15:00;0,4;Ветер, дующий с востоко-северо-востока;1;Дождь.
25.12.2010 12:00;-0,2;Ветер, дующий с юго-востока;1;Туман или ледяной туман или сильная мгла.
25.12.2010 9:00;-0,6;Ветер, дующий с юго-юго-востока;1;Туман или ледяной туман или сильная мгла.
25.12.2010 6:00;-0,3;Ветер, дующий с юго-востока;2;Туман или ледяной туман или сильная мгла.
25.12.2010 3:00;-0,4;Ветер, дующий с юго-юго-запада;3;Туман или ледяной туман или сильная мгла.
25.12.2010 0:00;-0,4;Ветер, дующий с юго-востока;3;Туман или ледяной туман или сильная мгла.
24.12.2010 21:00;-0,2;Ветер, дующий с юго-юго-востока;2;Туман или ледяной туман или сильная мгла.
24.12.2010 18:00;0,2;Ветер, дующий с юго-юго-востока;1;Туман или ледяной туман или сильная мгла.
